date,Alnus,Betula,Taxus,Fraxinus,Poaceae,Quercus,Ulmus,Urtica
2011-04-06,0.0,301.0,66.0,265.0,0.0,10.0,0.0,0.0
2011-04-07,2.0,1184.0,184.0,256.0,0.0,22.0,1.0,0.0
2011-04-08,0.0,1324.0,60.0,114.0,2.0,25.0,0.0,0.0
2011-04-09,0.0,702.0,13.0,38.0,0.0,14.0,0.0,0.0
2011-04-10,0.0,260.0,7.0,65.0,0.0,1.0,1.0,0.0
2011-04-11,0.0,190.0,3.0,22.0,1.0,4.0,0.0,0.0
2011-04-12,0.0,475.0,10.0,44.0,0.0,76.0,0.0,0.0
2011-04-13,1.0,77.0,12.0,14.0,0.0,21.0,0.0,0.0
2011-04-14,2.0,37.0,2.0,6.0,0.0,5.0,0.0,0.0
2011-04-15,0.0,27.0,4.0,3.0,0.0,3.0,0.0,0.0
2011-04-16,1.0,23.0,4.0,5.0,0.0,11.0,0.0,0.0
2011-04-17,0.0,58.0,5.0,11.0,0.0,13.0,0.0,0.0
2011-04-18,0.0,79.0,16.0,14.0,0.0,19.0,0.0,0.0
2011-04-19,0.0,54.0,6.0,9.0,0.0,35.0,0.0,0.0
2011-04-20,1.0,59.0,15.0,4.0,0.0,71.0,0.0,0.0
2011-04-21,0.0,168.0,51.0,3.0,1.0,169.0,1.0,0.0
2011-04-22,0.0,51.0,45.0,0.0,3.0,230.0,0.0,0.0
2011-04-23,0.0,105.0,16.0,9.0,7.0,271.0,0.0,1.0
2011-04-24,0.0,107.0,16.0,2.0,6.0,211.0,0.0,0.0
2011-04-25,1.0,83.0,73.0,2.0,5.0,237.0,0.0,1.0
2011-04-26,1.0,27.0,2.0,5.0,1.0,71.0,0.0,0.0
2011-04-27,0.0,12.0,5.0,0.0,0.0,46.0,0.0,1.0
2011-04-28,0.0,21.0,9.0,4.0,9.0,46.0,0.0,3.0
2011-04-29,1.0,30.0,63.0,2.0,6.0,124.0,0.0,4.0
2011-04-30,0.0,12.0,28.0,0.0,13.0,30.0,0.0,2.0
2011-05-01,0.0,3.0,2.0,1.0,1.0,15.0,0.0,0.0
2011-05-02,0.0,7.0,4.0,3.0,1.0,18.0,0.0,0.0
2011-05-03,0.0,8.0,3.0,1.0,2.0,24.0,0.0,0.0
2011-05-04,0.0,5.0,3.0,0.0,3.0,6.0,0.0,0.0
2011-05-05,0.0,1.0,2.0,0.0,10.0,15.0,0.0,1.0
2011-05-06,0.0,1.0,1.0,0.0,11.0,9.0,0.0,0.0
2011-05-07,0.0,4.0,3.0,0.0,14.0,18.0,0.0,0.0
2011-05-08,0.0,11.0,3.0,2.0,26.0,62.0,0.0,2.0
2011-05-09,0.0,8.0,2.0,4.0,18.0,68.0,0.0,0.0
2011-05-10,1.0,3.0,0.0,0.0,4.0,13.0,0.0,0.0
2011-05-11,0.0,0.0,4.0,0.0,13.0,12.0,0.0,0.0
2011-05-12,0.0,5.0,0.0,0.0,14.0,23.0,0.0,0.0
2011-05-13,0.0,3.0,0.0,1.0,20.0,22.0,0.0,2.0
2011-05-14,0.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0
2011-05-15,2.0,1.0,0.0,1.0,5.0,5.0,0.0,0.0
2011-05-16,0.0,3.0,0.0,0.0,4.0,7.0,0.0,0.0
2011-05-17,0.0,0.0,0.0,0.0,14.0,3.0,0.0,1.0
2011-05-18,2.0,0.0,0.0,0.0,18.0,5.0,0.0,1.0
2011-05-19,8.0,2.0,3.0,1.0,30.0,5.0,0.0,0.0
2011-05-20,2.0,0.0,2.0,0.0,15.0,1.0,0.0,1.0
2011-05-21,0.0,0.0,1.0,0.0,28.0,2.0,0.0,0.0
2011-05-22,1.0,1.0,2.0,0.0,35.0,7.0,0.0,1.0
2011-05-23,1.0,0.0,0.0,1.0,53.0,1.0,0.0,1.0
2011-05-24,0.0,2.0,0.0,0.0,80.0,1.0,0.0,0.0
2011-05-25,1.0,2.0,1.0,0.0,163.0,4.0,0.0,3.0
2011-05-26,23.0,1.0,5.0,0.0,90.0,4.0,0.0,1.0
2011-05-27,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0
2011-05-28,2.0,0.0,0.0,0.0,29.0,2.0,0.0,2.0
2011-05-29,0.0,0.0,0.0,0.0,55.0,0.0,0.0,3.0
2011-05-30,1.0,0.0,1.0,0.0,93.0,0.0,0.0,4.0
2011-05-31,3.0,0.0,3.0,0.0,60.0,0.0,0.0,6.0
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-02,0.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0
2011-06-03,0.0,0.0,0.0,0.0,67.0,0.0,0.0,9.0
2011-06-04,0.0,0.0,1.0,0.0,121.0,0.0,0.0,14.0
2011-06-05,5.0,0.0,2.0,0.0,75.0,1.0,0.0,4.0
2011-06-06,0.0,0.0,0.0,0.0,45.0,0.0,0.0,3.0
2011-06-07,0.0,0.0,0.0,0.0,38.0,0.0,0.0,10.0
2011-06-08,1.0,0.0,0.0,0.0,39.0,0.0,0.0,6.0
2011-06-09,0.0,0.0,0.0,0.0,10.0,0.0,0.0,11.0
2011-06-10,0.0,0.0,0.0,0.0,26.0,8.0,0.0,19.0
2011-06-11,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0
2011-06-12,0.0,0.0,0.0,0.0,16.0,0.0,0.0,6.0
2011-06-13,0.0,0.0,0.0,0.0,26.0,0.0,0.0,8.0
2011-06-14,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0
2011-06-15,0.0,1.0,0.0,0.0,34.0,0.0,0.0,21.0
2011-06-16,0.0,0.0,0.0,0.0,28.0,0.0,0.0,14.0
2011-06-17,0.0,0.0,6.0,0.0,18.0,0.0,0.0,25.0
2011-06-18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-06-19,0.0,0.0,1.0,0.0,24.0,1.0,0.0,13.0
2011-06-20,0.0,1.0,0.0,0.0,14.0,1.0,0.0,19.0
2011-06-21,0.0,0.0,0.0,0.0,23.0,0.0,0.0,15.0
2011-06-22,1.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0
2011-06-23,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
2011-06-24,0.0,0.0,0.0,0.0,9.0,0.0,0.0,18.0
2011-06-25,0.0,0.0,1.0,0.0,36.0,0.0,0.0,38.0
2011-06-26,0.0,0.0,2.0,0.0,31.0,0.0,0.0,95.0
2011-06-27,0.0,1.0,0.0,0.0,55.0,0.0,0.0,48.0
2011-06-28,0.0,0.0,0.0,0.0,30.0,0.0,0.0,59.0
2011-06-29,0.0,0.0,0.0,0.0,39.0,0.0,0.0,112.0
2011-06-30,0.0,0.0,0.0,0.0,14.0,0.0,0.0,44.0
2011-07-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0
2011-07-02,0.0,0.0,0.0,0.0,3.0,0.0,0.0,45.0
2011-07-03,1.0,0.0,0.0,0.0,11.0,0.0,0.0,66.0
2011-07-04,0.0,0.0,1.0,0.0,16.0,0.0,0.0,127.0
2011-07-05,0.0,0.0,0.0,0.0,10.0,0.0,0.0,33.0
2011-07-06,0.0,0.0,0.0,0.0,14.0,0.0,0.0,37.0
2011-07-07,0.0,0.0,1.0,0.0,15.0,0.0,0.0,46.0
2011-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-07-09,,,,,,,,
2011-07-10,,,,,,,,
2011-07-11,,,,,,,,
2011-07-12,0.0,0.0,0.0,0.0,30.0,0.0,0.0,250.0
2011-07-13,0.0,0.0,0.0,0.0,3.0,0.0,0.0,58.0
2011-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
2011-07-15,0.0,0.0,1.0,0.0,10.0,0.0,0.0,86.0
2011-07-16,0.0,0.0,0.0,0.0,13.0,0.0,0.0,90.0
2011-07-17,0.0,0.0,1.0,0.0,21.0,0.0,0.0,98.0
2011-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2011-07-19,0.0,0.0,0.0,0.0,11.0,0.0,0.0,86.0
2011-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-07-21,0.0,0.0,1.0,0.0,10.0,0.0,0.0,95.0
2011-07-22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0
2011-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2011-07-24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0
2011-07-25,0.0,0.0,2.0,0.0,1.0,0.0,0.0,42.0
2011-07-26,0.0,0.0,0.0,0.0,11.0,0.0,0.0,87.0
2011-07-27,0.0,0.0,0.0,0.0,10.0,0.0,0.0,105.0
2011-07-28,0.0,0.0,0.0,0.0,3.0,0.0,0.0,63.0
2011-07-29,0.0,0.0,0.0,0.0,3.0,0.0,0.0,44.0
2011-07-30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0
2011-07-31,0.0,0.0,0.0,0.0,7.0,0.0,0.0,131.0
2011-08-01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,190.0
2011-08-02,0.0,0.0,0.0,0.0,16.0,0.0,0.0,91.0
2011-08-03,0.0,0.0,0.0,0.0,3.0,0.0,0.0,105.0
2011-08-04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,161.0
2011-08-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0
2011-08-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0
2011-08-07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0
2011-08-08,0.0,1.0,1.0,0.0,6.0,0.0,0.0,93.0
2011-08-09,0.0,0.0,0.0,0.0,6.0,0.0,0.0,22.0
2011-08-10,0.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0
2011-08-11,0.0,0.0,0.0,0.0,3.0,0.0,0.0,78.0
2011-08-12,0.0,0.0,0.0,0.0,18.0,0.0,0.0,123.0
2011-08-13,0.0,0.0,0.0,0.0,2.0,0.0,0.0,62.0
2011-08-14,0.0,0.0,0.0,0.0,5.0,0.0,0.0,97.0
2011-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
2011-08-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0
2011-08-17,0.0,0.0,1.0,0.0,2.0,0.0,0.0,83.0
2011-08-18,0.0,0.0,0.0,0.0,3.0,0.0,0.0,36.0
2011-08-19,0.0,0.0,1.0,0.0,4.0,0.0,0.0,28.0
2011-08-20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0
2011-08-21,0.0,0.0,0.0,0.0,2.0,0.0,0.0,39.0
2011-08-22,0.0,0.0,0.0,0.0,2.0,0.0,0.0,53.0
2011-08-23,0.0,0.0,0.0,0.0,2.0,0.0,0.0,32.0
2011-08-24,0.0,0.0,0.0,0.0,4.0,0.0,0.0,31.0
2011-08-25,0.0,0.0,0.0,0.0,5.0,0.0,0.0,51.0
2011-08-26,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0
2011-08-27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0
2011-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
2011-08-29,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0
2011-08-30,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30.0
2011-08-31,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2011-09-02,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0
2011-09-03,0.0,0.0,0.0,0.0,3.0,0.0,0.0,28.0
2011-09-04,0.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0
2011-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2011-09-06,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0
2011-09-07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
2011-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2011-09-09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
2011-09-10,0.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0
2011-09-11,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0
2011-09-12,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
2011-09-13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
2011-09-14,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
2011-09-15,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0
2011-09-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
2011-09-17,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
2011-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2011-09-26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2011-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2011-09-28,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
2011-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2011-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-03,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
2011-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-06,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2011-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2011-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-28,,,,,,,,
2011-10-29,,,,,,,,
2011-10-30,,,,,,,,
2011-10-31,,,,,,,,
2011-11-01,,,,,,,,
2011-11-02,,,,,,,,
2011-11-03,,,,,,,,
2011-11-04,,,,,,,,
2011-11-05,,,,,,,,
2011-11-06,,,,,,,,
2011-11-07,,,,,,,,
2011-11-08,,,,,,,,
2011-11-09,,,,,,,,
2011-11-10,,,,,,,,
2011-11-11,,,,,,,,
2011-11-12,,,,,,,,
2011-11-13,,,,,,,,
2011-11-14,,,,,,,,
2011-11-15,,,,,,,,
2011-11-16,,,,,,,,
2011-11-17,,,,,,,,
2011-11-18,,,,,,,,
2011-11-19,,,,,,,,
2011-11-20,,,,,,,,
2011-11-21,,,,,,,,
2011-11-22,,,,,,,,
2011-11-23,,,,,,,,
2011-11-24,,,,,,,,
2011-11-25,,,,,,,,
2011-11-26,,,,,,,,
2011-11-27,,,,,,,,
2011-11-28,,,,,,,,
2011-11-29,,,,,,,,
2011-11-30,,,,,,,,
2011-12-01,,,,,,,,
2011-12-02,,,,,,,,
2011-12-03,,,,,,,,
2011-12-04,,,,,,,,
2011-12-05,,,,,,,,
2011-12-06,,,,,,,,
2011-12-07,,,,,,,,
2011-12-08,,,,,,,,
2011-12-09,,,,,,,,
2011-12-10,,,,,,,,
2011-12-11,,,,,,,,
2011-12-12,,,,,,,,
2011-12-13,,,,,,,,
2011-12-14,,,,,,,,
2011-12-15,,,,,,,,
2011-12-16,,,,,,,,
2011-12-17,,,,,,,,
2011-12-18,,,,,,,,
2011-12-19,,,,,,,,
2011-12-20,,,,,,,,
2011-12-21,,,,,,,,
2011-12-22,,,,,,,,
2011-12-23,,,,,,,,
2011-12-24,,,,,,,,
2011-12-25,,,,,,,,
2011-12-26,,,,,,,,
2011-12-27,,,,,,,,
2011-12-28,,,,,,,,
2011-12-29,,,,,,,,
2011-12-30,,,,,,,,
2011-12-31,,,,,,,,
2012-01-01,,,,,,,,
2012-01-02,,,,,,,,
2012-01-03,,,,,,,,
2012-01-04,,,,,,,,
2012-01-05,,,,,,,,
2012-01-06,,,,,,,,
2012-01-07,,,,,,,,
2012-01-08,,,,,,,,
2012-01-09,,,,,,,,
2012-01-10,,,,,,,,
2012-01-11,,,,,,,,
2012-01-12,,,,,,,,
2012-01-13,,,,,,,,
2012-01-14,,,,,,,,
2012-01-15,,,,,,,,
2012-01-16,,,,,,,,
2012-01-17,,,,,,,,
2012-01-18,,,,,,,,
2012-01-19,,,,,,,,
2012-01-20,,,,,,,,
2012-01-21,,,,,,,,
2012-01-22,,,,,,,,
2012-01-23,,,,,,,,
2012-01-24,,,,,,,,
2012-01-25,,,,,,,,
2012-01-26,,,,,,,,
2012-01-27,,,,,,,,
2012-01-28,,,,,,,,
2012-01-29,,,,,,,,
2012-01-30,,,,,,,,
2012-01-31,,,,,,,,
2012-02-01,,,,,,,,
2012-02-02,,,,,,,,
2012-02-03,,,,,,,,
2012-02-04,,,,,,,,
2012-02-05,,,,,,,,
2012-02-06,,,,,,,,
2012-02-07,,,,,,,,
2012-02-08,,,,,,,,
2012-02-09,,,,,,,,
2012-02-10,,,,,,,,
2012-02-11,,,,,,,,
2012-02-12,,,,,,,,
2012-02-13,,,,,,,,
2012-02-14,,,,,,,,
2012-02-15,,,,,,,,
2012-02-16,,,,,,,,
2012-02-17,,,,,,,,
2012-02-18,,,,,,,,
2012-02-19,,,,,,,,
2012-02-20,,,,,,,,
2012-02-21,,,,,,,,
2012-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-28,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-02,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-03,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-04,58.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2012-03-05,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-03-06,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-03-07,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2012-03-08,45.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2012-03-09,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2012-03-10,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2012-03-11,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2012-03-12,33.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
2012-03-13,72.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
2012-03-14,157.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
2012-03-15,59.0,0.0,266.0,4.0,0.0,0.0,0.0,0.0
2012-03-16,39.0,0.0,620.0,0.0,0.0,1.0,1.0,0.0
2012-03-17,88.0,0.0,1992.0,3.0,0.0,2.0,16.0,0.0
2012-03-18,46.0,0.0,2380.0,2.0,0.0,3.0,21.0,0.0
2012-03-19,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
2012-03-20,2.0,0.0,11.0,1.0,0.0,0.0,3.0,0.0
2012-03-21,4.0,0.0,343.0,0.0,0.0,1.0,28.0,0.0
2012-03-22,5.0,0.0,213.0,0.0,0.0,0.0,8.0,0.0
2012-03-23,1.0,0.0,391.0,1.0,0.0,0.0,28.0,0.0
2012-03-24,2.0,0.0,365.0,2.0,0.0,2.0,25.0,0.0
2012-03-25,0.0,0.0,82.0,0.0,0.0,0.0,6.0,0.0
2012-03-26,2.0,0.0,136.0,2.0,0.0,0.0,8.0,0.0
2012-03-27,3.0,3.0,42.0,51.0,0.0,0.0,4.0,0.0
2012-03-28,3.0,4.0,48.0,107.0,0.0,3.0,6.0,0.0
2012-03-29,7.0,153.0,300.0,447.0,0.0,9.0,5.0,0.0
2012-03-30,1.0,74.0,24.0,132.0,0.0,2.0,1.0,0.0
2012-03-31,2.0,45.0,27.0,190.0,0.0,4.0,0.0,0.0
2012-04-01,1.0,19.0,21.0,80.0,0.0,1.0,0.0,0.0
2012-04-02,0.0,14.0,12.0,183.0,0.0,0.0,0.0,0.0
2012-04-03,1.0,124.0,18.0,320.0,0.0,2.0,1.0,0.0
2012-04-04,1.0,242.0,21.0,368.0,0.0,4.0,0.0,0.0
2012-04-05,0.0,98.0,10.0,121.0,0.0,0.0,0.0,0.0
2012-04-06,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
2012-04-07,0.0,62.0,0.0,80.0,0.0,1.0,0.0,0.0
2012-04-08,0.0,163.0,4.0,117.0,0.0,1.0,0.0,0.0
2012-04-09,1.0,92.0,23.0,83.0,0.0,2.0,0.0,0.0
2012-04-10,0.0,36.0,3.0,26.0,0.0,0.0,0.0,0.0
2012-04-11,0.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0
2012-04-12,0.0,91.0,31.0,41.0,0.0,4.0,0.0,0.0
2012-04-13,0.0,8.0,0.0,27.0,0.0,0.0,0.0,0.0
2012-04-14,0.0,253.0,2.0,62.0,0.0,6.0,0.0,0.0
2012-04-15,0.0,152.0,0.0,42.0,0.0,0.0,0.0,0.0
2012-04-16,0.0,70.0,0.0,7.0,0.0,0.0,0.0,0.0
2012-04-17,0.0,247.0,2.0,26.0,0.0,0.0,0.0,0.0
2012-04-18,0.0,153.0,0.0,20.0,0.0,0.0,0.0,0.0
2012-04-19,0.0,1172.0,5.0,24.0,0.0,4.0,0.0,0.0
2012-04-20,0.0,191.0,11.0,12.0,0.0,6.0,0.0,0.0
2012-04-21,0.0,308.0,2.0,22.0,0.0,8.0,0.0,0.0
2012-04-22,0.0,96.0,6.0,0.0,0.0,7.0,0.0,0.0
2012-04-23,0.0,144.0,1.0,11.0,0.0,8.0,0.0,0.0
2012-04-24,0.0,193.0,0.0,3.0,0.0,4.0,0.0,0.0
2012-04-25,0.0,497.0,3.0,9.0,0.0,11.0,0.0,0.0
2012-04-26,0.0,548.0,3.0,18.0,1.0,7.0,0.0,0.0
2012-04-27,0.0,520.0,40.0,17.0,6.0,17.0,0.0,0.0
2012-04-28,1.0,532.0,190.0,23.0,0.0,71.0,0.0,0.0
2012-04-29,1.0,325.0,93.0,9.0,3.0,80.0,0.0,0.0
2012-04-30,0.0,179.0,73.0,4.0,1.0,207.0,0.0,0.0
2012-05-01,0.0,96.0,10.0,5.0,5.0,131.0,0.0,0.0
2012-05-02,0.0,92.0,13.0,0.0,4.0,210.0,0.0,0.0
2012-05-03,0.0,4.0,5.0,0.0,7.0,39.0,0.0,0.0
2012-05-04,0.0,13.0,11.0,4.0,12.0,86.0,0.0,0.0
2012-05-05,2.0,16.0,0.0,3.0,11.0,65.0,0.0,0.0
2012-05-06,0.0,1.0,3.0,0.0,1.0,6.0,0.0,0.0
2012-05-07,0.0,6.0,1.0,0.0,3.0,32.0,0.0,0.0
2012-05-08,1.0,12.0,0.0,1.0,6.0,43.0,0.0,0.0
2012-05-09,0.0,11.0,1.0,0.0,11.0,31.0,0.0,0.0
2012-05-10,1.0,6.0,0.0,0.0,9.0,38.0,0.0,0.0
2012-05-11,2.0,8.0,4.0,4.0,9.0,22.0,0.0,0.0
2012-05-12,0.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0
2012-05-13,0.0,2.0,1.0,0.0,5.0,27.0,0.0,0.0
2012-05-14,1.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0
2012-05-15,0.0,16.0,1.0,0.0,7.0,7.0,0.0,0.0
2012-05-16,0.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0
2012-05-17,0.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0
2012-05-18,0.0,5.0,0.0,1.0,2.0,3.0,0.0,0.0
2012-05-19,1.0,6.0,1.0,0.0,15.0,7.0,0.0,0.0
2012-05-20,0.0,0.0,2.0,0.0,31.0,1.0,0.0,0.0
2012-05-21,1.0,6.0,1.0,0.0,46.0,6.0,0.0,1.0
2012-05-22,0.0,3.0,0.0,0.0,29.0,1.0,0.0,1.0
2012-05-23,0.0,7.0,0.0,0.0,36.0,3.0,0.0,0.0
2012-05-24,2.0,9.0,0.0,0.0,43.0,6.0,0.0,2.0
2012-05-25,3.0,10.0,6.0,0.0,84.0,1.0,0.0,1.0
2012-05-26,1.0,3.0,1.0,0.0,65.0,4.0,0.0,1.0
2012-05-27,0.0,4.0,0.0,0.0,78.0,0.0,0.0,6.0
2012-05-28,0.0,5.0,0.0,0.0,68.0,0.0,0.0,2.0
2012-05-29,0.0,0.0,0.0,0.0,43.0,0.0,0.0,8.0
2012-05-30,0.0,4.0,0.0,0.0,51.0,3.0,0.0,14.0
2012-05-31,0.0,1.0,0.0,0.0,74.0,2.0,0.0,10.0
2012-06-01,0.0,0.0,0.0,0.0,48.0,0.0,0.0,7.0
2012-06-02,0.0,1.0,0.0,0.0,71.0,0.0,0.0,34.0
2012-06-03,0.0,0.0,0.0,0.0,35.0,1.0,0.0,16.0
2012-06-04,0.0,1.0,0.0,0.0,12.0,1.0,0.0,8.0
2012-06-05,0.0,2.0,2.0,0.0,8.0,0.0,0.0,14.0
2012-06-06,1.0,0.0,0.0,0.0,24.0,0.0,0.0,5.0
2012-06-07,1.0,1.0,5.0,0.0,77.0,0.0,0.0,32.0
2012-06-08,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0
2012-06-09,0.0,0.0,0.0,0.0,7.0,0.0,0.0,12.0
